jmpJobID,omlPartGroupID,jmpPartLongDescriptionText,jmpPartShortDescription,completeddate,sellvalue,kw,ls,econ,age,cost,labourhours,GP,GM
14897-01-02,RTP,"82 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 3500 l/s; OA : 2625 l/s; RA : 3500 l/s

PAC-1, PAC-2

Includes:
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet
-	Corrosion Treated Coils
-	AC Plug Fans c/w Composite Impellers, factory fitted VSD and Air Volume Controller.  Vinyl anti-corrosion paint to internal surfaces of Cabinet
-	Vibration Isolated Fan Mounts
-	Economy Cycle
-	Bypass Dampers - Can be utilised for pull-down cycle or CO2 control (CO2 sensors by others)
-      Functionality wired to a terminal strip for control by others
Full Day Manufacturers Commissioning Assistance - incl travel and 6 hours onsite

",82 kW Rooftop Packaged Unit With Economy Cycle    ,2016-11-15,46250.0,82.0,3500.0,1,1747,30100.325325499998,184.0,16149.674674500002,0.35
14897-01-01,RTP,"82 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 3500 l/s; OA : 2625 l/s; RA : 3500 l/s

PAC-1, PAC-2

Includes:
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet
-	Corrosion Treated Coils
-	AC Plug Fans c/w Composite Impellers, factory fitted VSD and Air Volume Controller.  Vinyl anti-corrosion paint to internal surfaces of Cabinet
-	Vibration Isolated Fan Mounts
-	Economy Cycle
-	Bypass Dampers - Can be utilised for pull-down cycle or CO2 control (CO2 sensors by others)
-      Functionality wired to a terminal strip for control by others
Full Day Manufacturers Commissioning Assistance - incl travel and 6 hours onsite

",82 kW Rooftop Packaged Unit With Economy Cycle    ,2016-11-14,46250.0,82.0,3500.0,1,1748,29697.6416383,182.0,16552.3583617,0.36
14890-01-01,ERVCO,"AHU-P
7000 l/s Energy Recovery Ventilator Unit
Options included: Sensible heat exchanger
                          Hot water coil
                          EC Plug fans
                          Corrosion resistance features
                          Preheat hot water coil
SA : 6100 l/s
OA : 6100 l/s
RA : 7000 l/s


",7000 l/s Energy Recovery Ventilator Unit          ,2016-11-07,37958.0,140.0,7000.0,0,1755,30574.765192400002,152.5,7383.234807599998,0.19
14915-01-01,PP,"ACU-POOL
750 l/s PoolPac Unit with Single Stage Heating and Cooling
SA : 750 l/s @ 150Pa ESP
OA : 750 l/s
RA : 750 l/s",750 l/s PoolPac Unit                              ,2016-12-02,21000.0,15.0,750.0,0,1730,12122.9699044,113.0,8877.0300956,0.42
14907-01-01,ERVCO,"AHU-1
5000 l/s Energy Recovery Ventilator Unit
Options Included: Sensible Heat Exchanger
                          Economy Cycle
                          EC Plug Fans
SA : 5000 l/s
OA : 5000 l/s
RA : 5000 l/s
",5000 l/s Energy Recovery Ventilator Unit          ,2016-11-08,45496.0,100.0,5000.0,1,1754,22770.8967172,120.5,22725.1032828,0.5
14901-01-03,ERVCO,"2000 l/s Energy Recovery Ventilator Unit
SA : 2000 l/s
OA : 2000 l/s
RA : 2000 l/s",2000 l/s Energy Recovery Ventilator Unit          ,2016-11-16,21857.0,40.0,2000.0,0,1746,15772.285833,121.0,6084.714167,0.28
14901-01-01,ERVCO,"2000 l/s Energy Recovery Ventilator Unit
SA : 2000 l/s
OA : 2000 l/s
RA : 2000 l/s",2000 l/s Energy Recovery Ventilator Unit          ,2016-11-15,21857.0,40.0,2000.0,0,1747,13823.200128000002,95.75,8033.799871999998,0.37
14901-01-02,ERVCO,"2000 l/s Energy Recovery Ventilator Unit
SA : 2000 l/s
OA : 2000 l/s
RA : 2000 l/s",2000 l/s Energy Recovery Ventilator Unit          ,2016-11-15,21857.0,40.0,2000.0,0,1747,14392.994183,101.25,7464.005816999999,0.34
14913-01-01,RTP,"Air Change Single Stage Packaged Unit
OA - 250l/s; RA - 640l/s; SA - 640l/s

Includes: 
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet
-	Corrosion Treated Coils
-	EC Plug Fans
-	Single compressor with capacity control
-	Fixed return air bypass dampers
-	Hot Gas Reheat Coil -  modulating   control
Price is ex. Factory (Sydney)",16 kW Rooftop Packaged Unit                       ,2016-12-08,31500.0,12.8,640.0,0,1724,21365.225548100007,141.25,10134.774451899993,0.32
14513-07-01,ERVCO,"AHU-01-30
4000 l/s Energy Recovery Ventilator Unit
Options included: sensible heat exchanger
                          RABP/ economy cycle dampers
                          chilled water coil
                          hot water coil
                          EC Plug fans
                          SS drain tray
SA : 3905 l/s
OA : 1770-3905 l/s
RA : 1645-3780 l/s

",4000 l/s Energy Recovery Ventilator Unit          ,2016-11-21,45242.0,80.0,4000.0,1,1741,22622.534266299997,143.5,22619.465733700003,0.5
14513-01-01,ERVCO,"AHU-01-07
2500 l/s Energy Recovery Ventilator Unit
Options included: Sensible heat exchanger
                          chilled water coil
                          hot water coil
                          EC Plug fans
                          SS drain tray
SA : 1560 l/s
OA : 1560 l/s
RA : 2150 l/s

",2500 l/s Energy Recovery Ventilator Unit          ,2016-11-15,26690.0,50.0,2500.0,0,1747,15443.164703600001,114.25,11246.835296399999,0.42
14513-08-01,ERVCO,"AHU-01-31
1000 l/s Energy Recovery Ventilator Unit
Options included: sensible heat exchanger
                          chilled water coil
                          hot water coil
                          EC Plug fans
                          SS drain tray
SA : 920 l/s
OA : 920 l/s
RA : 920 l/s

",1000 l/s Energy Recovery Ventilator Unit          ,2016-11-21,13135.0,20.0,1000.0,0,1741,10239.9431971,94.25,2895.0568029000005,0.22
14866-01-01,DEHUM,"1275L/s DX Preconditioner per ALDI Spec
Complete With:
-	80% Sensible Only Heat Exchanger
-	56kW VSD Compressor 
-	Roof Mounted Condenser
-	Stainless Steel Drain Trays
-	Corrosion Treated Coils
-	EC Plug Fans
-	Supply Air Volume Controller
-	Integrated time-clock and special controls per ALDI standard - 3 off field devices to be fitted in store by electrical trade (2 CO2 and 1 Enthalpy Sensor)
-	Deep Bed Filters
-	Half Day Commissioning Assistance Incl. Travel
",ACDHUM2-D                                         ,2016-11-17,53800.0,56.0,1275.0,1,1745,29352.610621299995,185.25,24447.389378700005,0.45
14950-01-01,PP,"4200 l/s PoolPac Unit with Dual Stage Heating
c/w Heating Only, EC Plug Fans, CPG Fans Speed Controllers, 50mm Pyrotek lining applied to  both SA and EA chambers, compressor acoustic jackets (Danfoss OEM product)
SA : 4200 l/s
OA : 4200 l/s
RA : 4200 l/s
",4200 l/s PoolPac Unit                             ,2016-12-06,53000.0,84.0,4200.0,0,1726,30685.5592091,184.0,22314.4407909,0.42
14959-01-01,RTP,"52 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
HRU-2.1
Option(s) : Economy Cycle
                 Sensible Only Heat Exchangers
                 High Static Fans
SA & OA : 2300 l/s  EA : 2300 l/s
",52 kW Rooftop Packaged Unit With Economy Cycle    ,2016-12-05,41298.0,52.0,2300.0,1,1727,25942.039479,214.0,15355.960521,0.37
14960-01-01,PP,"AHU-GF-01
4200 l/s PoolPac Unit with Variable Heating and Cooling
Included Options: EC Plug Fans, VSD Compressor and CPG Constant Volume Fan Speed Controllers
SA : 4200 l/s
OA : 4200 l/s
RA : 4200 l/s
Condenser make-up air: 3000l/s
EA: 7200/s",4200 l/s PoolPac Unit                             ,2016-12-13,59856.0,84.0,4200.0,0,1719,36401.4663471,188.0,23454.533652899998,0.39
14959-03-01,RTP,"70 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
HRU-R.2 & HRU-R.3
Option(s) : Economy Cycle
                Sensible Only Heat Exchangers
                High Static Fans
SA & OA: 3200 l/s  EA : 3200 l/s
",70 kW Rooftop Packaged Unit With Economy Cycle    ,2016-12-10,49427.0,70.0,3200.0,1,1722,26455.499488199996,185.1,22971.500511800004,0.46
14959-03-02,RTP,"70 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
HRU-R.2 & HRU-R.3
Option(s) : Economy Cycle
                Sensible Only Heat Exchangers
                High Static Fans
SA & OA: 3200 l/s  EA : 3200 l/s
",70 kW Rooftop Packaged Unit With Economy Cycle    ,2016-12-12,49427.0,70.0,3200.0,1,1720,24320.8855882,170.6,25106.1144118,0.51
14959-02-01,RTP,"23 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
HRU-R.1
Option(s) : Economy Cycle
                Sensible Only Heat Exchangers
                High Static Fans
SA & OA: 1100 l/s  EA : 1100 l/s
",23 kW Rooftop Packaged Unit With Economy Cycle    ,2016-12-06,24029.0,23.0,1100.0,1,1726,17295.7222337,145.0,6733.2777663000015,0.28
14513-05-01,ERVCO,"AHU-01-17
1500 l/s Energy Recovery Ventilator Unit
Options included: sensible heat exchanger
                          chilled water coil
                          hot water coil
                          EC Plug fans
                          SS drain tray
SA : 1440 l/s
OA : 1440 l/s
RA : 1440 l/s

",1500 l/s Energy Recovery Ventilator Unit          ,2016-12-16,15784.0,30.0,1500.0,0,1716,11576.023402800001,93.2,4207.976597199999,0.27
14513-10-01,ERVCO,"AHU-01-43
2500 l/s Energy Recovery Ventilator Unit
Options included: sensible heat exchanger
                          chilled water coil
                          hot water coil
                          EC Plug fans
                          SS drain tray
SA : 1180 l/s
OA : 1180 l/s
RA : 2270 l/s

",2500 l/s Energy Recovery Ventilator Unit          ,2016-12-12,26690.0,50.0,2500.0,0,1720,13048.929315599999,83.0,13641.070684400001,0.51
14513-04-01,ERVCO,"AHU-01-16
2500 l/s Energy Recovery Ventilator Unit
Options included: sensible heat exchanger
                          chilled water coil
                          hot water coil
                          EC Plug fans
                          SS drain tray
SA : 1885 l/s
OA : 1885 l/s
RA : 2255 l/s

",2500 l/s Energy Recovery Ventilator Unit          ,2016-12-14,26690.0,50.0,2500.0,0,1718,14911.6524376,96.95,11778.3475624,0.44
14513-06-01,ERVCO,"AHU-01-23
4500 l/s Energy Recovery Ventilator Unit
Options included: sensible heat exchanger
                          RABP/ economy cycle dampers
                          chilled water coil
                          hot water coil
                          EC Plug fans
                          SS drain tray
SA : 4125 l/s
OA : 1290 - 4125 l/s
RA : 1120-3955 l/s
",4500 l/s Energy Recovery Ventilator Unit          ,2016-12-16,51986.0,90.0,4500.0,1,1716,28991.574672400002,202.75,22994.425327599998,0.44
14991-01-01,PP,"750 l/s PoolPac Unit with Single Stage Heating and Cooling.
SA : 750 l/s
OA : 750 l/s
RA : 750 l/s
Condenser make-up air: 450 l/s
EA : 1200 l/s",750 l/s PoolPac Unit                              ,2016-12-15,17588.0,24.0,1200.0,0,1717,10184.4521759,106.0,7403.5478241,0.42
15003-01-01,RTP,"63 kW Rooftop Packaged Unit with Variable Heating and Cooling
SA : 3700 l/s; OA : 3700 l/s; RA : 3700 l/s

Unit Includes:

-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet
-	Corrosion Treated Coils
-	EC Plug Fans
-	Economy Cycle
-	VSD compressor (63 kW)
-              Staged Reheat Coil
-	Manufacturers Commissioning Assistance

",70 kW Rooftop Packaged Unit With Economy Cycle    ,2017-01-19,60000.0,63.0,3700.0,1,1682,38033.7457835,173.75,21966.254216499998,0.37
15003-01-02,RTP,"63 kW Rooftop Packaged Unit with Variable Heating and Cooling
SA : 3700 l/s; OA : 3700 l/s; RA : 3700 l/s

Unit Includes:

-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet
-	Corrosion Treated Coils
-	EC Plug Fans
-	Economy Cycle
-	VSD compressor (63 kW)
-              Staged Reheat Coil
-	Manufacturers Commissioning Assistance

",70 kW Rooftop Packaged Unit With Economy Cycle    ,2017-01-19,60000.0,63.0,3700.0,1,1682,36794.2151952,158.0,23205.7848048,0.39
14945-01-01,DEHUM,"DH1-OA
5000 l/s CHW Preconditioner complete with
- Dual CHW Coils - Headers to each side of unit
- EC Plug Supply Fans
- Proprietary Controls - HLI via Modbus TCP if required
- Weatherproof Double Skin PIR Sandwich Panel
- Galvanised Channel Base Frame
- Integrated Proprietary 80% Eff Sensible HX
- G4 Panel and F5 Deep Bed Filters
- FIS Brisbane

Half Day Commissioning Assistance",ACDHUM8-W                                         ,2017-01-23,53500.0,100.0,5000.0,1,1678,35078.756355599995,209.5,18421.243644400005,0.34
14948-01-01,DEHUM,"ADHUM-1
600-3500 l/s DX Preconditioner
Dual VSD compressors
EC Plug Supply Fans
EC Axial Fans
Proprietary control system - requires enable and fan speed reference
Corrosion treated coils
Packaged Condenser
Integrated Proprietary Sensible Plate HX
Integrated Panel + Deep Bed Filters
Half Day Manufacturers commissioning assistance
12 Months Parts and Labour Warranty (subject to manufacturers T&C's)",ACDHUM5-D                                         ,2017-02-08,68000.0,70.0,3500.0,1,1662,52820.9723976,317.5,15179.027602399998,0.22
14951-01-01,DEHUM,"1800 l/s DX preconditioner including
- Dual VSD compressors
- Dual EC Plug fans capable of 600 Pa Supply Duct Static
- EC Axial condenser fans
- Sandwich Panel Weatherproof Cabinet
- Proprietary Controls",ACDHUM3-D                                         ,2017-01-10,68250.0,36.0,1800.0,1,1691,39074.713918600006,203.5,29175.286081399994,0.43
14958-01-01,DEHUM,"2700 L/s DX Preconditioner
Complete with:
-	80% efficient sensible-only heat exchanger
-	VSD compressors
-	Rooftop Mounted Condenser
-	Stainless Steel drain trays
-	Corrosion treated coils
-	EC plug fans
-	Supply air volume controller
-	Factory controls package incl. time scheduling
-	Deep bed filters
",ACDHUM4-D                                         ,2017-01-30,80650.0,54.0,2700.0,1,1671,42425.0597319,226.75,38224.9402681,0.47
14946-01-01,RTP,"82 kW Rooftop Packaged Unit with Heating and Cooling

AC-1
SA : 3700 l/s; OA : 1600 l/s; RA : 1600 l/s

Includes:
-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet
-	Corrosion Treated Coils
-	EC Plug Fans
-	Economy Cycle 
-	Bypass Dampers - Can be utilised for pull-down cycle or CO2 control
-	VSD compressor
-	Manufacturers Commissioning Assistance
Functionality wired to a terminal strip for controls by others. For factory controls package please see notes below *

",82 kW Rooftop Packaged Unit With Economy Cycle    ,2017-02-08,53270.0,82.0,3700.0,1,1662,35592.386707900005,184.0,17677.613292099995,0.33
14997-03-01,RTP,"23 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
SA : 1100 l/s
OA : 1100 l/s
RA : 1100 l/s
",23 kW Rooftop Packaged Unit                       ,2017-02-24,21800.0,23.0,1100.0,0,1646,14986.270254199999,112.95,6813.729745800001,0.31
14997-04-01,RTP,"27 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
SA : 1200 l/s
OA : 1200 l/s
RA : 1200 l/s
",27 kW Rooftop Packaged Unit                       ,2017-02-27,24100.0,27.0,1200.0,0,1643,16358.8725232,106.95,7741.1274768,0.32
14987-01-01,ERVCO,"3200 l/s Energy Recovery Ventilator Unit
SA : 3200 l/s; OA : 1000 l/s; RA : 3200 l/s

-	50mm PIR sandwich panel casing
-	75% Efficient enthalpy heat-exchanger
-	EC Plug supply and exhaust fans 
-	Modulating return air bypass dampers including provision for CO2 control by others. 
-	Chilled water cooling coil - Corrosion treated
",3000 l/s Energy Recovery Ventilator Unit          ,2017-02-03,20700.0,64.0,3200.0,0,1667,16177.901458700002,107.55,4522.098541299998,0.22
14987-01-02,ERVCO,"3200 l/s Energy Recovery Ventilator Unit
SA : 3200 l/s; OA : 1000 l/s; RA : 3200 l/s

-	50mm PIR sandwich panel casing
-	75% Efficient enthalpy heat-exchanger
-	EC Plug supply and exhaust fans 
-	Modulating return air bypass dampers including provision for CO2 control by others. 
-	Chilled water cooling coil - Corrosion treated
",3000 l/s Energy Recovery Ventilator Unit          ,2017-02-03,20700.0,64.0,3200.0,0,1667,15311.5165667,92.05,5388.4834333,0.26
14997-01-01,RTP,"65 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Option(s) : Economy Cycle
SA : 2800 l/s
OA : 2800 l/s
RA : 2800 l/s
",65 kW Rooftop Packaged Unit With Economy Cycle    ,2017-02-14,42400.0,65.0,2800.0,1,1656,29091.4054105,186.25,13308.5945895,0.31
14997-02-01,RTP,"70 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Option(s) : Economy Cycle
SA : 3200 l/s
OA : 3200 l/s
RA : 3200 l/s
",70 kW Rooftop Packaged Unit With Economy Cycle    ,2017-02-15,45600.0,70.0,3200.0,1,1655,29372.2415117,188.25,16227.758488300002,0.36
14987-01-03,ERVCO,"3200 l/s Energy Recovery Ventilator Unit
SA : 3200 l/s; OA : 1000 l/s; RA : 3200 l/s

-	50mm PIR sandwich panel casing
-	75% Efficient enthalpy heat-exchanger
-	EC Plug supply and exhaust fans 
-	Modulating return air bypass dampers including provision for CO2 control by others. 
-	Chilled water cooling coil - Corrosion treated
",3000 l/s Energy Recovery Ventilator Unit          ,2017-02-06,20700.0,64.0,3200.0,0,1664,15827.089868699999,103.05,4872.910131300001,0.24
15002-01-01,RTP,"65 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
SA : 3700 l/s; OA : 450 l/s; RA : 3700 l/s

-	75% Total efficiency Enthalpy heat Exchanger
-	Double-skinned 50mm PIR Sandwich Panel Cabinet
-	Corrosion Treated Coils
-	Forward Curve Centrifugal Fans C/W VSD and upgraded motor
-	Pull-down cycle
-	Economy Cycle (can be operated as night purge)",65 kW Rooftop Packaged Unit                       ,2017-02-09,41800.0,65.0,3700.0,1,1661,24621.1473561,195.25,17178.8526439,0.41
15023-01-01,DEHUM,"600 L/s DX Preconditioner
Complete with:
Air Change Dehumidification Unit
-	80% efficient sensible-only heat exchanger
-	VSD compressors - 2 off 48kW for 100% redundancy
-	2 off Remote Condenser
-	Stainless Steel drain trays
-	Corrosion treated coils
-	EC plug fans
-	Supply air volume controller
-	Factory controls package incl. time scheduling
-	Deep bed filters
",ACDHUM2-D                                         ,2017-02-22,64080.0,48.0,600.0,1,1648,26605.5305913,179.4,37474.469408699995,0.58
15027-01-01,RTP,"16 kW Rooftop Packaged Unit with Single Stage Heating and Cooling
Options : Economy Cycle
SA : 585 l/s
OA : 585 l/s
RA : 585 l/s
",16 kW Rooftop Packaged Unit With Economy Cycle    ,2017-02-09,22746.0,16.0,585.0,1,1661,13387.464308199998,134.75,9358.535691800002,0.41
15034-01-01,RTP,"AC MR.1
52 kW Rooftop Packaged Unit with Dual Stage Heating and Cooling
Option(s) : Economy Cycle, EC Plug Fans

SA : 2700 l/s
OA : 1350 l/s + 1500 l/s Cond Makeup
RA : 2700 l/s
EA : 1350 l/s + 1500 l/s Cond Makeup
",52 kW Rooftop Packaged Unit With Economy Cycle    ,2017-01-31,45413.0,52.0,2700.0,1,1670,28860.362535400003,193.0,16552.637464599997,0.36
15019-02-01,ERVCO,"3500 l/s Energy Recovery Ventilator Unit
SA : 3500 l/s; OA : 1335 l/s; RA : 3500 l/s
AHU-4
Includes:
-	50mm PIR sandwich panel casing
-	75% Efficient enthalpy heat-exchanger
-	Direct drive EC Plug Supply and Exhaust fans
-	Modulating OA and RA Bypass dampers for use in Economy Cycle and CO2 Control
-	Chilled water cooling coil (reverse cycle heating) - Corrosion treated
-	Service Lights














",3500 l/s Energy Recovery Ventilator Unit With EC  ,2017-02-24,25900.0,70.0,3500.0,1,1646,20166.498001399996,124.25,5733.501998600004,0.22
15019-01-03,ERVCO,"2500 l/s Energy Recovery Ventilator Unit
SA : 2400 l/s OA : 1500 l/s; RA : 2400 l/s
AHU 1-3
Includes:
-	50mm PIR sandwich panel casing
-	75% Efficient enthalpy heat-exchanger
-	Direct drive EC Plug Supply and Exhaust fans
-	Modulating OA and RA dampers for use in Economy Cycle and CO2 Control
-	Chilled water cooling coil (reverse cycle heating) - Corrosion treated
-	Service Lights
",2500 l/s Energy Recovery Ventilator Unit With EC  ,2017-02-09,24900.0,50.0,2500.0,1,1661,17481.057235000004,121.5,7418.942764999996,0.3
15019-01-01,ERVCO,"2500 l/s Energy Recovery Ventilator Unit
SA : 2400 l/s OA : 1500 l/s; RA : 2400 l/s
AHU 1-3
Includes:
-	50mm PIR sandwich panel casing
-	75% Efficient enthalpy heat-exchanger
-	Direct drive EC Plug Supply and Exhaust fans
-	Modulating OA and RA dampers for use in Economy Cycle and CO2 Control
-	Chilled water cooling coil (reverse cycle heating) - Corrosion treated
-	Service Lights
",2500 l/s Energy Recovery Ventilator Unit With EC  ,2017-02-16,24900.0,50.0,2500.0,1,1654,14973.973397400003,76.87,9926.026602599997,0.4
